tconst,titleType,originalTitle,startYear,runtimeMinutes,numVotes,ordering,region,main_genre,secondary_genre
250797,movie,Unfaithful,2002,124,93175,49,IN,Drama,Romance
250809,movie,La Virgen de los Sicarios,2000,101,4188,26,IN,Crime,Drama
251160,movie,John Q,2002,116,139148,31,IN,Crime,Drama
251439,tvSeries,Trigun,1998,24,23051,18,IN,Action,Adventure
252196,movie,Aditya 369,1991,140,3215,2,IN,Adventure,Comedy
253200,movie,Last Orders,2001,109,6449,1,IN,Drama,No tiene
254686,movie,La pianiste,2001,131,67999,13,IN,Drama,Music
255111,movie,Dhadkan,2000,161,7814,5,IN,Drama,Romance
255306,movie,Kilukkam,1991,155,4299,1,IN,Comedy,No tiene
256359,movie,The Safety of Objects,2001,121,4328,2,IN,Drama,No tiene
256408,movie,Startup.com,2001,107,3436,2,IN,Documentary,No tiene
257044,movie,Road to Perdition,2002,117,276672,13,IN,Crime,Drama
257315,tvSeries,My Family,2000,50,10120,13,IN,Comedy,No tiene
258000,movie,Panic Room,2002,112,287354,55,IN,Crime,Drama
259141,tvSeries,Jackie Chan Adventures,2000,30,20596,19,IN,Action,Adventure
259534,movie,Ramayana: The Legend of Prince Rama,1993,135,11754,4,IN,Action,Adventure
259711,movie,Vanilla Sky,2001,136,277011,43,IN,Fantasy,Mystery
259733,tvSeries,Waking the Dead,2000,100,6089,6,IN,Crime,Drama
260602,tvSeries,Buzz Lightyear of Star Command,2000,30,3825,13,IN,Action,Adventure
260615,tvSeries,The Forsyte Saga,2002,276,6264,13,IN,Drama,History
260991,movie,Gongdong gyeongbi guyeok JSA,2000,110,32402,12,IN,Action,Drama
262150,tvSeries,Black Books,2000,25,60547,2,IN,Comedy,No tiene
262985,tvSeries,Queer as Folk,1999,47,21687,12,IN,Drama,Romance
263101,movie,Bangkok Dangerous,2000,105,3733,9,IN,Action,Crime
264235,tvSeries,Curb Your Enthusiasm,2000,28,135170,39,IN,Comedy,No tiene
264464,movie,Catch Me If You Can,2002,141,1027798,19,IN,Biography,Crime
264796,movie,Life as a House,2001,125,44852,3,IN,Drama,No tiene
265086,movie,Black Hawk Down,2001,144,408915,15,IN,Action,Drama
265208,movie,The Girl Next Door,2004,109,231060,39,IN,Comedy,Drama
265343,movie,Monsoon Wedding,2001,114,26222,3,IN,Comedy,Drama
265459,movie,One Hour Photo,2002,96,127483,15,IN,Drama,Thriller
265666,movie,The Royal Tenenbaums,2001,110,302856,5,IN,Comedy,Drama
266171,tvSeries,Outlaw Star,1998,101,3976,8,IN,Action,Adventure
266308,movie,Batoru rowaiaru,2000,114,188833,24,IN,Action,Adventure
266543,movie,Finding Nemo,2003,100,1071008,5,IN,Adventure,Animation
266697,movie,Kill Bill: Vol. 1,2003,111,1145034,25,IN,Action,Crime
266915,movie,Rush Hour 2,2001,90,229446,10,IN,Action,Comedy
266987,movie,Spy Game,2001,126,161439,19,IN,Action,Crime
267626,movie,K-19: The Widowmaker,2002,138,65374,38,IN,Drama,History
268380,movie,Ice Age,2002,81,498308,7,IN,Adventure,Animation
268978,movie,A Beautiful Mind,2001,135,953389,10,IN,Biography,Drama
268995,movie,The Majestic,2001,152,56177,29,IN,Drama,Romance
270288,movie,Confessions of a Dangerous Mind,2002,113,90316,40,IN,Biography,Comedy
271027,movie,Kiss of the Dragon,2001,98,65321,49,IN,Action,Crime
271857,movie,Vatsalyam,1993,156,3295,2,IN,Drama,No tiene
272338,movie,Punch-Drunk Love,2002,95,170865,21,IN,Comedy,Drama
272397,tvSeries,Kath & Kim,2002,26,4728,10,IN,Comedy,No tiene
273028,tvSeries,Undeclared,2001,22,17287,13,IN,Comedy,No tiene
273366,tvSeries,Lizzie McGuire,2001,30,19909,34,IN,Comedy,Drama
273855,tvSeries,My Wife and Kids,2000,30,28610,20,IN,Comedy,Family
273982,movie,Poolhall Junkies,2002,99,10525,12,IN,Comedy,Drama
274117,movie,Sur mes lÃ¨vres,2001,115,16098,22,IN,Crime,Drama
274309,movie,24 Hour Party People,2002,117,38550,17,IN,Biography,Comedy
274468,tvMovie,Door to Door,2002,90,4278,21,IN,Biography,Drama
274812,movie,Secretary,2002,107,94867,44,IN,Comedy,Drama
275083,movie,Musa,2001,158,11115,9,IN,Action,Drama
275137,tvSeries,Justice League,2001,22,48914,16,IN,Action,Adventure
275140,tvSeries,Law & Order: Criminal Intent,2001,60,26636,25,IN,Crime,Drama
275277,movie,Cowboy Bebop: Tengoku no tobira,2001,115,50841,13,IN,Action,Animation
275491,movie,La mala educaciÃ³n,2004,106,61927,29,IN,Crime,Drama
275719,movie,Tape,2001,86,20673,19,IN,Drama,No tiene
276751,movie,About a Boy,2002,101,187961,2,IN,Comedy,Drama
276919,movie,Dogville,2003,178,153573,31,IN,Crime,Drama
277027,movie,I Am Sam,2001,132,152687,30,IN,Drama,No tiene
277327,movie,So weit die FÃ¼Ãe tragen,2001,158,7842,28,IN,Action,Adventure
278238,tvSeries,Samurai Jack,2001,25,56466,40,IN,Action,Adventure
278504,movie,Insomnia,2002,118,304127,31,IN,Drama,Mystery
278866,tvSeries,Kim Possible,2002,22,30182,39,IN,Action,Adventure
278877,tvSeries,Sealab 2021,2000,11,8190,11,IN,Animation,Comedy
279331,movie,Dark Blue,2002,118,23183,23,IN,Crime,Drama
279600,tvSeries,Smallville,2001,60,133003,7,IN,Action,Adventure
280249,tvSeries,Dragon Ball,1995,24,62307,32,IN,Action,Adventure
280778,movie,Iris,2001,91,18747,6,IN,Biography,Drama
281358,movie,A Walk to Remember,2002,101,216247,21,IN,Drama,Romance
281491,tvSeries,Still Game,2002,30,8630,4,IN,Comedy,No tiene
283003,movie,Spun,2002,101,39946,31,IN,Comedy,Crime
283283,movie,Qian xi man bo,2001,119,6071,11,IN,Drama,Romance
283509,movie,No Man's Land,2001,98,47994,11,IN,Comedy,Drama
284137,movie,Gadar: Ek Prem Katha,2001,170,12705,13,IN,Action,Drama
284718,tvSeries,Crossing Jordan,2001,60,11866,14,IN,Crime,Drama
285331,tvSeries,24,2001,44,191904,20,IN,Action,Crime
285333,tvSeries,Alias,2001,42,52729,4,IN,Action,Drama
285335,tvSeries,The Amazing Race,2001,60,15041,5,IN,Adventure,Family
285351,tvSeries,According to Jim,2001,30,37298,13,IN,Comedy,Romance
285370,tvSeries,The Guardian,2001,60,5553,31,IN,Crime,Drama
285403,tvSeries,Scrubs,2001,22,262855,45,IN,Comedy,Drama
285665,movie,Kuruthipunal,1995,143,4522,2,IN,Action,Drama
285742,movie,Monster's Ball,2001,111,91830,44,IN,Drama,Romance
285861,movie,Owning Mahowny,2003,104,13835,14,IN,Crime,Drama
286106,movie,Signs,2002,106,374097,52,IN,Drama,Mystery
286112,movie,Siu Lam juk kau,2001,113,84467,28,IN,Action,Comedy
286179,movie,Sunshine State,2002,141,4166,14,IN,Drama,Romance
286486,tvSeries,The Shield,2002,47,83847,26,IN,Crime,Drama
286499,movie,Bend It Like Beckham,2002,112,113548,33,IN,Comedy,Drama
286751,movie,Kairo,2001,119,23268,31,IN,Horror,Mystery
287467,movie,Hable con ella,2002,112,115166,3,IN,Drama,Mystery
289043,movie,28 Days Later...,2002,113,426329,7,IN,Drama,Horror
289181,movie,Failan,2001,115,6084,5,IN,Drama,Romance
289408,movie,The Powerpuff Girls Movie,2002,73,10598,16,IN,Action,Adventure
289765,movie,Red Dragon,2002,124,282368,57,IN,Crime,Drama
289992,movie,The Life of David Gale,2003,130,123301,1,IN,Crime,Drama
290223,tvSeries,Inuyasha,2000,24,17112,27,IN,Action,Adventure
290334,movie,X2,2003,134,562409,14,IN,Action,Sci-Fi
290661,movie,Hundstage,2001,121,6414,23,IN,Drama,No tiene
290673,movie,IrrÃ©versible,2002,97,141305,35,IN,Crime,Drama
290937,movie,Yoddha,1992,149,4530,1,IN,Action,Comedy
290978,tvSeries,The Office,2001,30,117745,9,IN,Comedy,Drama
290988,tvSeries,Trailer Park Boys,2001,30,47182,4,IN,Comedy,Crime
291376,movie,Nayak: The Real Hero,2001,187,17161,4,IN,Action,Drama
291855,movie,Devasuram,1993,187,6019,3,IN,Action,Drama
292246,movie,Spadikam,1995,150,6117,8,IN,Action,Drama
292963,movie,Before the Devil Knows You're Dead,2007,117,107525,49,IN,Crime,Drama
293007,movie,Carandiru,2003,145,20839,2,IN,Crime,Drama
293715,movie,Yeopgijeogin geunyeo,2001,137,49406,5,IN,Comedy,Drama
293737,tvSeries,The Proud Family,2001,30,8144,2,IN,Animation,Comedy
294097,tvSeries,"Harvey Birdman, Attorney at Law",2000,15,11886,5,IN,Animation,Comedy
294662,movie,Kaante,2002,154,5257,1,IN,Action,Crime
295297,movie,Harry Potter and the Chamber of Secrets,2002,161,659568,7,IN,Adventure,Family
296042,movie,Koroshiya 1,2001,129,58228,30,IN,Action,Crime
296310,tvMiniSeries,The Blue Planet,2001,389,41113,32,IN,Documentary,No tiene
296574,movie,Company,2002,142,15820,4,IN,Action,Crime
297144,movie,Ghosts of the Abyss,2003,61,6008,16,IN,Documentary,Family
297721,movie,Riri Shushu no subete,2001,146,10056,20,IN,Crime,Drama
298130,movie,The Ring,2002,115,361561,38,IN,Horror,Mystery
298148,movie,Shrek 2,2004,93,483431,40,IN,Adventure,Animation
298203,movie,8 Mile,2002,110,304027,27,IN,Drama,Music
299458,movie,All the Real Girls,2003,108,10902,1,IN,Drama,Romance
299658,movie,Chicago,2002,113,236244,39,IN,Comedy,Crime
299977,movie,Ying xiong,2002,120,184726,45,IN,Action,Adventure
300140,movie,Lilja 4-ever,2002,109,47316,12,IN,Crime,Drama
300865,tvSeries,That's So Raven,2003,30,20796,15,IN,Comedy,Family
301357,movie,Good Bye Lenin!,2003,121,149542,15,IN,Comedy,Drama
302886,movie,Old School,2003,88,237818,32,IN,Comedy,No tiene
303461,tvSeries,Firefly,2002,44,272879,22,IN,Adventure,Drama
304141,movie,Harry Potter and the Prisoner of Azkaban,2004,142,658584,64,IN,Adventure,Family
304415,movie,Mona Lisa Smile,2003,117,86295,23,IN,Drama,No tiene
305011,tvSeries,Clone High,2002,101,8485,6,IN,Animation,Comedy
306414,tvSeries,The Wire,2002,59,355283,2,IN,Crime,Drama
306434,movie,Aankhen,2002,165,13668,3,IN,Crime,Drama
307901,movie,25th Hour,2002,135,181920,5,IN,Drama,No tiene
307987,movie,Bad Santa,2003,92,149050,6,IN,Comedy,Crime
308280,movie,Friends,2001,167,4905,6,IN,Action,Comedy
308644,movie,Finding Neverland,2004,106,209231,41,IN,Biography,Drama
309698,movie,Identity,2003,90,257670,38,IN,Mystery,Thriller
310455,tvSeries,Foyle's War,2002,90,16878,36,IN,Crime,Drama
310778,movie,Bon voyage,2003,114,4967,1,IN,Comedy,Drama
310793,movie,Bowling for Columbine,2002,120,146647,2,IN,Crime,Documentary
311113,movie,Master and Commander: The Far Side of the World,2003,138,229485,54,IN,Action,Adventure
311289,movie,Holes,2003,117,94783,38,IN,Adventure,Comedy
311594,movie,Nuvvu Naaku Nachchav,2001,184,5117,4,IN,Comedy,Romance
312081,tvSeries,8 Simple Rules... for Dating My Teenage Daughter,2002,30,26357,18,IN,Comedy,Drama
312109,tvSeries,Codename: Kids Next Door,2002,23,21650,30,IN,Action,Adventure
312172,tvSeries,Monk,2002,44,79137,24,IN,Comedy,Crime
313443,movie,Out of Time,2003,105,63188,39,IN,Crime,Drama
313542,movie,Runaway Jury,2003,127,101338,2,IN,Crime,Drama
314331,movie,Love Actually,2003,135,504165,2,IN,Comedy,Drama
314353,movie,Tears of the Sun,2003,121,126713,28,IN,Action,Drama
314979,tvMiniSeries,Battlestar Galactica,2003,183,78028,20,IN,Action,Adventure
315327,movie,Bruce Almighty,2003,101,417521,39,IN,Comedy,Fantasy
315642,movie,Wazir,2016,103,19525,11,IN,Action,Crime
315733,movie,21 Grams,2003,124,241503,57,IN,Crime,Drama
316188,movie,Raising Victor Vargas,2002,88,5638,6,IN,Drama,Romance
316356,movie,Open Range,2003,139,75806,20,IN,Action,Drama
316396,movie,Peter Pan,2003,113,77515,40,IN,Adventure,Family
316465,movie,Radio,2003,109,42501,7,IN,Biography,Drama
316654,movie,Spider-Man 2,2004,127,676765,6,IN,Action,Adventure
317219,movie,Cars,2006,117,441938,47,IN,Adventure,Animation
317248,movie,Cidade de Deus,2002,130,773614,60,IN,Crime,Drama
317648,movie,Hidalgo,2004,136,84005,11,IN,Action,Adventure
318462,movie,Diarios de motocicleta,2004,126,103150,15,IN,Adventure,Biography
318871,tvSeries,Kenpuu Denki Berserk,1997,23,44989,4,IN,Action,Adventure
318883,tvSeries,Everwood,2002,60,14702,23,IN,Drama,No tiene
318913,tvSeries,Teenage Mutant Ninja Turtles,2003,30,11572,42,IN,Action,Adventure
318997,tvMiniSeries,Angels in America,2003,352,28883,39,IN,Drama,Fantasy
319343,movie,Elf,2003,97,287560,60,IN,Adventure,Comedy
319736,movie,The Legend of Bhagat Singh,2002,155,16900,4,IN,Action,Biography
320000,tvSeries,Fastlane,2002,60,3622,5,IN,Action,Comedy
320037,tvSeries,Jimmy Kimmel Live!,2003,60,16976,23,IN,Comedy,Music
320038,tvSeries,John Doe,2002,60,8178,1,IN,Drama,Mystery
320193,movie,Oasiseu,2002,133,9945,1,IN,Drama,Romance
320661,movie,Kingdom of Heaven,2005,144,297897,48,IN,Action,Adventure
320691,movie,Underworld,2003,121,277819,23,IN,Action,Fantasy
320808,tvSeries,"The Adventures of Jimmy Neutron, Boy Genius",2002,24,22992,9,IN,Adventure,Animation
320970,tvSeries,Still Standing,2002,30,8516,4,IN,Comedy,Romance
321021,tvSeries,Without a Trace,2002,60,21052,16,IN,Crime,Drama
323013,movie,Lakshya,2004,186,24318,9,IN,Action,Drama
323298,movie,The Mother,2003,112,4555,26,IN,Drama,Romance
323633,movie,Melvin Goes to Dinner,2003,83,3129,4,IN,Comedy,Drama
324013,tvMovie,Soldier's Girl,2003,112,7086,14,IN,Biography,Crime
324133,movie,Swimming Pool,2003,102,47306,22,IN,Crime,Drama
324264,tvMiniSeries,Tipping the Velvet,2002,177,8331,23,IN,Drama,Romance
324554,movie,Wicker Park,2004,114,57570,33,IN,Drama,Mystery
324864,tvSeries,Kingdom Hospital,2004,608,7772,22,IN,Drama,Fantasy
325547,tvMiniSeries,Herushingu,2001,23,17270,15,IN,Action,Animation
325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,1158710,37,IN,Action,Adventure
327056,movie,Mystic River,2003,138,469001,9,IN,Crime,Drama
327084,movie,Over the Hedge,2006,83,183196,1,IN,Adventure,Animation
327850,movie,The Rundown,2003,104,110528,33,IN,Action,Adventure
328107,movie,Man on Fire,2004,146,373193,13,IN,Action,Crime
328538,movie,Thirteen,2003,100,93440,26,IN,Drama,No tiene
328589,movie,Under the Tuscan Sun,2003,113,55169,10,IN,Comedy,Drama
328733,tvSeries,Bakuten shoot beyblade,2001,30,6546,20,IN,Action,Adventure
328738,tvSeries,Fruits Basket,2001,24,6037,16,IN,Animation,Comedy
328880,movie,Brother Bear,2003,85,117270,5,IN,Adventure,Animation
329111,movie,Les Ã©garÃ©s,2003,95,3336,6,IN,Drama,Romance
329393,movie,Mr. and Mrs. Iyer,2002,120,4880,3,IN,Drama,No tiene
329575,movie,Seabiscuit,2003,140,75260,1,IN,Drama,History
330251,tvSeries,The L Word,2004,50,27901,31,IN,Drama,Romance
330373,movie,Harry Potter and the Goblet of Fire,2005,157,649790,5,IN,Adventure,Family
330702,movie,Non ti muovere,2004,125,8341,10,IN,Drama,Romance
330843,movie,Saathiya,2002,138,7480,10,IN,Drama,Family
332136,movie,If Only,2004,92,33177,16,IN,Comedy,Drama
332280,movie,The Notebook,2004,123,590268,26,IN,Drama,Romance
332452,movie,Troy,2004,163,550261,8,IN,Drama,No tiene
333766,movie,Garden State,2004,102,220195,35,IN,Comedy,Drama
335119,movie,Girl with a Pearl Earring,2003,100,80484,42,IN,Biography,Drama
335266,movie,Lost in Translation,2003,102,468762,27,IN,Comedy,Drama
337741,movie,Something's Gotta Give,2003,128,125585,10,IN,Comedy,Drama
337909,movie,Calendar Girls,2003,108,27346,26,IN,Comedy,Drama
337921,movie,Cellular,2004,94,103333,42,IN,Action,Crime
337978,movie,Live Free or Die Hard,2007,128,413173,2,IN,Action,Thriller
338013,movie,Eternal Sunshine of the Spotless Mind,2004,108,1035041,49,IN,Drama,Romance
338095,movie,Haute tension,2003,91,74946,43,IN,Horror,No tiene
338097,movie,Head in the Clouds,2004,132,15560,15,IN,Drama,Romance
338564,movie,Mou gaan dou,2002,101,127960,29,IN,Action,Crime
338706,movie,Alexandra's Project,2003,103,5151,14,IN,Drama,Mystery
340163,movie,Hostage,2005,113,112297,20,IN,Action,Crime
340855,movie,Monster,2003,109,156509,12,IN,Biography,Crime
342172,movie,Capturing the Friedmans,2003,107,26407,14,IN,Biography,Crime
342258,movie,Unleashed,2005,103,105942,3,IN,Action,Crime
342492,movie,De grÃ¸nne slagtere,2003,100,23323,3,IN,Comedy,Drama
343314,tvSeries,Teen Titans,2003,30,35242,26,IN,Action,Adventure
343660,movie,50 First Dates,2004,99,367730,7,IN,Comedy,Drama
343737,movie,The Good Shepherd,2006,167,105769,9,IN,Drama,History
343818,movie,"I, Robot",2004,115,556535,53,IN,Action,Mystery
344510,movie,Un long dimanche de fianÃ§ailles,2004,133,74912,47,IN,Drama,Mystery
345551,movie,Latter Days,2003,107,18158,10,IN,Comedy,Drama
346293,tvMiniSeries,Hitler: The Rise of Evil,2003,186,22893,17,IN,Biography,Drama
346314,tvSeries,KÃ´kaku kidÃ´tai: Stand Alone Complex,2002,24,20324,19,IN,Action,Animation
346631,movie,Blood and Bone,2009,93,34769,32,IN,Action,Crime
347048,movie,Gegen die Wand,2004,121,55986,26,IN,Drama,Romance
347149,movie,Hauru no ugoku shiro,2004,119,415110,5,IN,Adventure,Animation
347246,movie,Inosensu: Innocence,2004,100,39431,11,IN,Animation,Drama
347332,movie,Khakee,2004,174,16267,1,IN,Action,Crime
348333,movie,Waiting...,2005,94,102244,1,IN,Comedy,No tiene
348568,movie,Keulraesik,2003,127,9751,1,IN,Drama,Romance
348913,tvSeries,Dead Like Me,2003,60,42989,18,IN,Comedy,Drama
348914,tvSeries,Deadwood,2004,55,111984,26,IN,Crime,Drama
349903,movie,Ocean's Twelve,2004,125,401806,36,IN,Crime,Thriller
350258,movie,Ray,2004,152,152511,27,IN,Biography,Drama
350448,tvSeries,Real Time with Bill Maher,2003,60,14010,8,IN,Comedy,News
351283,movie,Madagascar,2005,86,419268,17,IN,Adventure,Animation
351461,movie,NÃ³i albinÃ³i,2003,93,9521,9,IN,Comedy,Drama
352248,movie,Cinderella Man,2005,144,192825,44,IN,Biography,Drama
352277,movie,De-Lovely,2004,125,11600,20,IN,Biography,Drama
352314,movie,Ek Hasina Thi,2004,120,7593,8,IN,Crime,Drama
352994,movie,Walk on Water,2004,103,6952,30,IN,Drama,Mystery
353014,movie,Wonderful Days,2003,86,9364,7,IN,Action,Adventure
353049,tvSeries,Chappelle's Show,2003,22,68379,33,IN,Comedy,Music
353496,movie,Godfather,1991,150,3760,4,IN,Comedy,Drama
353969,movie,Salinui chueok,2003,131,197577,56,IN,Crime,Drama
354899,movie,La science des rÃªves,2006,105,70159,20,IN,Comedy,Drama
355742,movie,Manmadhudu,2002,142,4124,4,IN,Comedy,Romance
356150,movie,EuroTrip,2004,92,215406,45,IN,Comedy,No tiene
356721,movie,I Heart Huckabees,2004,107,65552,20,IN,Comedy,No tiene
357413,movie,Anchorman: The Legend of Ron Burgundy,2004,94,367625,11,IN,Comedy,No tiene
358273,movie,Walk the Line,2005,136,258119,7,IN,Biography,Drama
358456,movie,Earthlings,2005,95,19425,23,IN,Documentary,No tiene
358856,tvSeries,Little Britain,2003,29,25210,14,IN,Comedy,No tiene
359045,movie,Cachorro,2004,100,3657,3,IN,Comedy,Drama
359950,movie,The Secret Life of Walter Mitty,2013,114,327628,36,IN,Adventure,Comedy
360009,movie,Spartan,2004,106,32563,3,IN,Action,Crime
360486,movie,Constantine,2005,121,359738,57,IN,Action,Fantasy
360717,movie,King Kong,2005,187,434567,52,IN,Action,Adventure
361127,movie,The Woodsman,2004,87,34613,25,IN,Drama,No tiene
361217,tvSeries,Nip/Tuck,2003,44,57340,31,IN,Drama,No tiene
361240,tvMiniSeries,Spartacus,2004,174,5728,7,IN,Action,Drama
361243,tvSeries,Star Wars: Clone Wars,2003,133,27661,3,IN,Action,Adventure
361256,tvSeries,Wonderfalls,2004,60,12892,2,IN,Comedy,Drama
361748,movie,Inglourious Basterds,2009,153,1499544,47,IN,Adventure,Drama
361818,movie,Kushi,2000,178,5861,7,IN,Comedy,Drama
361862,movie,The Machinist,2004,101,402394,16,IN,Drama,Thriller
362004,movie,Palindromes,2004,100,12709,1,IN,Comedy,Drama
362192,tvMiniSeries,State of Play,2003,312,10183,8,IN,Crime,Drama
362269,movie,Kinsey,2004,118,50231,24,IN,Biography,Drama
362696,movie,Haasil,2003,160,3040,2,IN,Crime,Drama
363163,movie,Der Untergang,2004,156,363508,3,IN,Biography,Drama
363328,tvSeries,Drake & Josh,2004,23,41642,24,IN,Comedy,Family
363532,movie,Confidences trop intimes,2004,104,5205,12,IN,Drama,Romance
363547,movie,Dawn of the Dead,2004,101,263512,17,IN,Action,Horror
363589,movie,Elephant,2003,81,94580,4,IN,Crime,Drama
363988,movie,Secret Window,2004,96,202955,4,IN,Drama,Mystery
364385,movie,Ju-on,2002,92,46405,26,IN,Horror,No tiene
364517,movie,Jeux d'enfants,2003,93,71451,14,IN,Comedy,Drama
364569,movie,Oldeuboi,2003,120,599382,6,IN,Action,Drama
364647,movie,Virumandi,2004,175,6902,4,IN,Action,Crime
364725,movie,Dodgeball: A True Underdog Story,2004,92,258654,49,IN,Comedy,Sport
364774,tvSeries,Lilo & Stitch: The Series,2003,22,10877,16,IN,Action,Adventure
364828,tvSeries,Las Vegas,2003,60,28653,13,IN,Crime,Drama
364845,tvSeries,NCIS: Naval Criminal Investigative Service,2003,60,155119,26,IN,Action,Crime
365376,movie,"Janghwa, Hongryeon",2003,114,65282,45,IN,Drama,Horror
365737,movie,Syriana,2005,128,132540,8,IN,Drama,Thriller
365748,movie,Shaun of the Dead,2004,99,573358,14,IN,Comedy,Horror
365907,movie,A Walk Among the Tombstones,2014,114,124652,32,IN,Action,Crime
366627,movie,The Jacket,2005,103,116760,31,IN,Drama,Fantasy
366840,movie,Okkadu,2003,171,9945,4,IN,Action,Drama
367110,movie,"Swades: We, the People",2004,210,93883,22,IN,Drama,Musical
367279,tvSeries,Arrested Development,2003,22,314140,19,IN,Comedy,No tiene
367409,tvSeries,Shaman Kingu,2001,23,6236,3,IN,Action,Adventure
367439,tvSeries,Wolf's Rain,2003,701,8014,12,IN,Action,Adventure
367495,movie,Anbe Sivam,2003,160,24169,5,IN,Adventure,Comedy
367594,movie,Charlie and the Chocolate Factory,2005,115,498845,64,IN,Adventure,Comedy
368400,movie,Vaalee,1999,158,3832,3,IN,Romance,Thriller
368447,movie,The Village,2004,108,269469,45,IN,Drama,Mystery
